review_id,location,review_text_clean,aspect,sentiment,polarity,confidence,aspect_sentences
REV_001075,Nilaveli Beach,"the beach is one of the uncrowded beaches weve ever visited. we are very lucky to spend our fifth anniversary with my wife at the nilaveli beach. from the crystal water, the white sand and breathtaking view... everything is just perfect!",location,positive,0.433,0.433,"['the beach is one of the uncrowded beaches weve ever visited.', 'we are very lucky to spend our fifth anniversary with my wife at the nilaveli beach.']"
REV_001075,Nilaveli Beach,"the beach is one of the uncrowded beaches weve ever visited. we are very lucky to spend our fifth anniversary with my wife at the nilaveli beach. from the crystal water, the white sand and breathtaking view... everything is just perfect!",amenities,positive,0.433,0.433,"['the beach is one of the uncrowded beaches weve ever visited.', 'we are very lucky to spend our fifth anniversary with my wife at the nilaveli beach.']"
REV_001075,Nilaveli Beach,"the beach is one of the uncrowded beaches weve ever visited. we are very lucky to spend our fifth anniversary with my wife at the nilaveli beach. from the crystal water, the white sand and breathtaking view... everything is just perfect!",view,positive,0.667,0.667,"['from the crystal water, the white sand and breathtaking view... everything is just perfect!']"
REV_001075,Nilaveli Beach,"the beach is one of the uncrowded beaches weve ever visited. we are very lucky to spend our fifth anniversary with my wife at the nilaveli beach. from the crystal water, the white sand and breathtaking view... everything is just perfect!",crowd,neutral,0.0,0.0,['the beach is one of the uncrowded beaches weve ever visited.']
REV_001076,Nilaveli Beach,"beige sand, ultra clear water depending on windcurrents, not much trash during high season, place to catch a boat to pigeon island for amazing snorkeling it cost 5,000 in march 2019 4,000 govt entry fee 1,000 boatman.",value,positive,0.19,0.19,"['beige sand, ultra clear water depending on windcurrents, not much trash during high season, place to catch a boat to pigeon island for amazing snorkeling it cost 5,000 in march 2019 4,000 govt entry fee 1,000 boatman.']"
REV_001076,Nilaveli Beach,"beige sand, ultra clear water depending on windcurrents, not much trash during high season, place to catch a boat to pigeon island for amazing snorkeling it cost 5,000 in march 2019 4,000 govt entry fee 1,000 boatman.",amenities,positive,0.19,0.19,"['beige sand, ultra clear water depending on windcurrents, not much trash during high season, place to catch a boat to pigeon island for amazing snorkeling it cost 5,000 in march 2019 4,000 govt entry fee 1,000 boatman.']"
REV_001077,Nilaveli Beach,"beach is huge and clean and slopes gently so it is safe for swimming when the waves are not too high. this is apparently march to october, though we swam three days out of four in the warm water in february. military establishment mid way splits the beach into two halves since you cannot cross.",cleanliness,positive,0.357,0.357,['beach is huge and clean and slopes gently so it is safe for swimming when the waves are not too high.']
REV_001077,Nilaveli Beach,"beach is huge and clean and slopes gently so it is safe for swimming when the waves are not too high. this is apparently march to october, though we swam three days out of four in the warm water in february. military establishment mid way splits the beach into two halves since you cannot cross.",location,positive,0.19,0.19,"['beach is huge and clean and slopes gently so it is safe for swimming when the waves are not too high.', 'military establishment mid way splits the beach into two halves since you cannot cross.']"
REV_001077,Nilaveli Beach,"beach is huge and clean and slopes gently so it is safe for swimming when the waves are not too high. this is apparently march to october, though we swam three days out of four in the warm water in february. military establishment mid way splits the beach into two halves since you cannot cross.",amenities,positive,0.19,0.19,"['beach is huge and clean and slopes gently so it is safe for swimming when the waves are not too high.', 'military establishment mid way splits the beach into two halves since you cannot cross.']"
REV_001077,Nilaveli Beach,"beach is huge and clean and slopes gently so it is safe for swimming when the waves are not too high. this is apparently march to october, though we swam three days out of four in the warm water in february. military establishment mid way splits the beach into two halves since you cannot cross.",safety,positive,0.357,0.357,['beach is huge and clean and slopes gently so it is safe for swimming when the waves are not too high.']
REV_001078,Nilaveli Beach,"quit beach, some parts are beautiful but unfortunately also pieces where a lot of junk including a lot of plastic is washed up. we stayed at memos beach cabana who is cleaning the beach everyday",cleanliness,negative,-0.2,0.2,['we stayed at memos beach cabana who is cleaning the beach everyday']
REV_001078,Nilaveli Beach,"quit beach, some parts are beautiful but unfortunately also pieces where a lot of junk including a lot of plastic is washed up. we stayed at memos beach cabana who is cleaning the beach everyday",location,neutral,0.05,0.05,"['quit beach, some parts are beautiful but unfortunately also pieces where a lot of junk including a lot of plastic is washed up.', 'we stayed at memos beach cabana who is cleaning the beach everyday']"
REV_001078,Nilaveli Beach,"quit beach, some parts are beautiful but unfortunately also pieces where a lot of junk including a lot of plastic is washed up. we stayed at memos beach cabana who is cleaning the beach everyday",amenities,neutral,0.05,0.05,"['quit beach, some parts are beautiful but unfortunately also pieces where a lot of junk including a lot of plastic is washed up.', 'we stayed at memos beach cabana who is cleaning the beach everyday']"
REV_001078,Nilaveli Beach,"quit beach, some parts are beautiful but unfortunately also pieces where a lot of junk including a lot of plastic is washed up. we stayed at memos beach cabana who is cleaning the beach everyday",view,positive,0.175,0.175,"['quit beach, some parts are beautiful but unfortunately also pieces where a lot of junk including a lot of plastic is washed up.']"
REV_001079,Nilaveli Beach,the beach is lovely and clean by the hotels but there is quite a bit of rubbish once you walk away from the hotels beach front. we went in january which apparently is the off season for here so very few people on beach. dont know why its classed as off season as it was 32 degrees for the 3 days we were there and no rain at all.,cleanliness,positive,0.433,0.433,['the beach is lovely and clean by the hotels but there is quite a bit of rubbish once you walk away from the hotels beach front.']
REV_001079,Nilaveli Beach,the beach is lovely and clean by the hotels but there is quite a bit of rubbish once you walk away from the hotels beach front. we went in january which apparently is the off season for here so very few people on beach. dont know why its classed as off season as it was 32 degrees for the 3 days we were there and no rain at all.,location,positive,0.164,0.164,"['the beach is lovely and clean by the hotels but there is quite a bit of rubbish once you walk away from the hotels beach front.', 'we went in january which apparently is the off season for here so very few people on beach.']"
REV_001079,Nilaveli Beach,the beach is lovely and clean by the hotels but there is quite a bit of rubbish once you walk away from the hotels beach front. we went in january which apparently is the off season for here so very few people on beach. dont know why its classed as off season as it was 32 degrees for the 3 days we were there and no rain at all.,amenities,positive,0.164,0.164,"['the beach is lovely and clean by the hotels but there is quite a bit of rubbish once you walk away from the hotels beach front.', 'we went in january which apparently is the off season for here so very few people on beach.']"
REV_001079,Nilaveli Beach,the beach is lovely and clean by the hotels but there is quite a bit of rubbish once you walk away from the hotels beach front. we went in january which apparently is the off season for here so very few people on beach. dont know why its classed as off season as it was 32 degrees for the 3 days we were there and no rain at all.,crowd,negative,-0.105,0.105,['we went in january which apparently is the off season for here so very few people on beach.']
REV_001080,Nilaveli Beach,the beach was amazing even though it was abit rough. still can walk in and the water is not as deep.,location,positive,0.25,0.25,['the beach was amazing even though it was abit rough.']
REV_001080,Nilaveli Beach,the beach was amazing even though it was abit rough. still can walk in and the water is not as deep.,amenities,positive,0.25,0.25,['the beach was amazing even though it was abit rough.']
REV_001081,Nilaveli Beach,this seemed to me like the favorite beach for local families. you may not be completely comfortable in a skimpy swimsuit around the many families and children with women going in the water totally covered. beautiful and natural beach without the resorts and restaurants. very peaceful!,food,positive,0.475,0.475,['beautiful and natural beach without the resorts and restaurants.']
REV_001081,Nilaveli Beach,this seemed to me like the favorite beach for local families. you may not be completely comfortable in a skimpy swimsuit around the many families and children with women going in the water totally covered. beautiful and natural beach without the resorts and restaurants. very peaceful!,location,positive,0.363,0.363,"['this seemed to me like the favorite beach for local families.', 'beautiful and natural beach without the resorts and restaurants.']"
REV_001081,Nilaveli Beach,this seemed to me like the favorite beach for local families. you may not be completely comfortable in a skimpy swimsuit around the many families and children with women going in the water totally covered. beautiful and natural beach without the resorts and restaurants. very peaceful!,amenities,positive,0.371,0.371,"['this seemed to me like the favorite beach for local families.', 'beautiful and natural beach without the resorts and restaurants.', 'very peaceful!']"
REV_001081,Nilaveli Beach,this seemed to me like the favorite beach for local families. you may not be completely comfortable in a skimpy swimsuit around the many families and children with women going in the water totally covered. beautiful and natural beach without the resorts and restaurants. very peaceful!,view,positive,0.475,0.475,['beautiful and natural beach without the resorts and restaurants.']
REV_001081,Nilaveli Beach,this seemed to me like the favorite beach for local families. you may not be completely comfortable in a skimpy swimsuit around the many families and children with women going in the water totally covered. beautiful and natural beach without the resorts and restaurants. very peaceful!,crowd,positive,0.406,0.406,['very peaceful!']
REV_001082,Nilaveli Beach,the beach of nilaveli is unspoiled and wide. there arent many hotels and no vendors selling useless stuff on the beach. this is the perfect place where you want to relax a day or two. be carefull the sand gets hot hot hot.,service,positive,0.25,0.25,['be carefull the sand gets hot hot hot.']
REV_001082,Nilaveli Beach,the beach of nilaveli is unspoiled and wide. there arent many hotels and no vendors selling useless stuff on the beach. this is the perfect place where you want to relax a day or two. be carefull the sand gets hot hot hot.,location,neutral,-0.033,0.033,"['the beach of nilaveli is unspoiled and wide.', 'there arent many hotels and no vendors selling useless stuff on the beach.']"
REV_001082,Nilaveli Beach,the beach of nilaveli is unspoiled and wide. there arent many hotels and no vendors selling useless stuff on the beach. this is the perfect place where you want to relax a day or two. be carefull the sand gets hot hot hot.,amenities,positive,0.225,0.225,"['the beach of nilaveli is unspoiled and wide.', 'there arent many hotels and no vendors selling useless stuff on the beach.', 'this is the perfect place where you want to relax a day or two.']"
REV_001082,Nilaveli Beach,the beach of nilaveli is unspoiled and wide. there arent many hotels and no vendors selling useless stuff on the beach. this is the perfect place where you want to relax a day or two. be carefull the sand gets hot hot hot.,transport,positive,0.25,0.25,['be carefull the sand gets hot hot hot.']
REV_001083,Nilaveli Beach,lovely pretty beach with nice soft sand. locals and tourists alike use the beach. quite a few stray dogs but nice ones and cut puppies! sea is nice for swimming in though there are a few jelly fish to be aware of! there are a few bars on the beach but not many at all. i would definitely recommend getting a hotel that is on the beach or bringing your our parosol if youre not on the beach as there is littleno shade!,location,positive,0.143,0.143,"['lovely pretty beach with nice soft sand.', 'locals and tourists alike use the beach.', 'there are a few bars on the beach but not many at all.', 'i would definitely recommend getting a hotel that is on the beach or bringing your our parosol if youre not on the beach as there is littleno shade!']"
REV_001083,Nilaveli Beach,lovely pretty beach with nice soft sand. locals and tourists alike use the beach. quite a few stray dogs but nice ones and cut puppies! sea is nice for swimming in though there are a few jelly fish to be aware of! there are a few bars on the beach but not many at all. i would definitely recommend getting a hotel that is on the beach or bringing your our parosol if youre not on the beach as there is littleno shade!,amenities,positive,0.143,0.143,"['lovely pretty beach with nice soft sand.', 'locals and tourists alike use the beach.', 'there are a few bars on the beach but not many at all.', 'i would definitely recommend getting a hotel that is on the beach or bringing your our parosol if youre not on the beach as there is littleno shade!']"
REV_001083,Nilaveli Beach,lovely pretty beach with nice soft sand. locals and tourists alike use the beach. quite a few stray dogs but nice ones and cut puppies! sea is nice for swimming in though there are a few jelly fish to be aware of! there are a few bars on the beach but not many at all. i would definitely recommend getting a hotel that is on the beach or bringing your our parosol if youre not on the beach as there is littleno shade!,crowd,neutral,0.0,0.0,['locals and tourists alike use the beach.']
REV_001084,Nilaveli Beach,one of the most beautiful beaches i ever visited. golden sand and blue waters combination make you jump in to a dip as soon as you see the beach. plenty of eateries and souvenir shops around. always crowded as this is famous with foreigners and locals alike. must visit place in the eastern sri lanka as it is only half an hour drive from trincomalee.,food,neutral,0.0,0.0,['plenty of eateries and souvenir shops around.']
REV_001084,Nilaveli Beach,one of the most beautiful beaches i ever visited. golden sand and blue waters combination make you jump in to a dip as soon as you see the beach. plenty of eateries and souvenir shops around. always crowded as this is famous with foreigners and locals alike. must visit place in the eastern sri lanka as it is only half an hour drive from trincomalee.,location,positive,0.413,0.413,"['one of the most beautiful beaches i ever visited.', 'golden sand and blue waters combination make you jump in to a dip as soon as you see the beach.']"
REV_001084,Nilaveli Beach,one of the most beautiful beaches i ever visited. golden sand and blue waters combination make you jump in to a dip as soon as you see the beach. plenty of eateries and souvenir shops around. always crowded as this is famous with foreigners and locals alike. must visit place in the eastern sri lanka as it is only half an hour drive from trincomalee.,amenities,positive,0.247,0.247,"['one of the most beautiful beaches i ever visited.', 'golden sand and blue waters combination make you jump in to a dip as soon as you see the beach.', 'must visit place in the eastern sri lanka as it is only half an hour drive from trincomalee.']"
REV_001084,Nilaveli Beach,one of the most beautiful beaches i ever visited. golden sand and blue waters combination make you jump in to a dip as soon as you see the beach. plenty of eateries and souvenir shops around. always crowded as this is famous with foreigners and locals alike. must visit place in the eastern sri lanka as it is only half an hour drive from trincomalee.,view,positive,0.675,0.675,['one of the most beautiful beaches i ever visited.']
REV_001084,Nilaveli Beach,one of the most beautiful beaches i ever visited. golden sand and blue waters combination make you jump in to a dip as soon as you see the beach. plenty of eateries and souvenir shops around. always crowded as this is famous with foreigners and locals alike. must visit place in the eastern sri lanka as it is only half an hour drive from trincomalee.,crowd,positive,0.5,0.5,['always crowded as this is famous with foreigners and locals alike.']
REV_001085,Nilaveli Beach,uncrowded beach - beautiful weather. quite a choppy sea but fun to swim in. highly recommended. we stayed at nearby nilaveli beach hotel,food,positive,0.85,0.85,['uncrowded beach - beautiful weather.']
REV_001085,Nilaveli Beach,uncrowded beach - beautiful weather. quite a choppy sea but fun to swim in. highly recommended. we stayed at nearby nilaveli beach hotel,location,positive,0.85,0.85,"['uncrowded beach - beautiful weather.', 'we stayed at nearby nilaveli beach hotel']"
REV_001085,Nilaveli Beach,uncrowded beach - beautiful weather. quite a choppy sea but fun to swim in. highly recommended. we stayed at nearby nilaveli beach hotel,amenities,positive,0.85,0.85,"['uncrowded beach - beautiful weather.', 'we stayed at nearby nilaveli beach hotel']"
REV_001085,Nilaveli Beach,uncrowded beach - beautiful weather. quite a choppy sea but fun to swim in. highly recommended. we stayed at nearby nilaveli beach hotel,view,positive,0.85,0.85,['uncrowded beach - beautiful weather.']
REV_001085,Nilaveli Beach,uncrowded beach - beautiful weather. quite a choppy sea but fun to swim in. highly recommended. we stayed at nearby nilaveli beach hotel,crowd,positive,0.85,0.85,['uncrowded beach - beautiful weather.']
REV_001086,Nilaveli Beach,"we visited the beach before breakfast each morning and had it to ourselves, we also visited around 5pm each afternoon when it was still quite busy but most visitors were in the shallow water close to shore so it was pretty easy to enjoy a bit of swimming further out and body-surf the occasional wave. there seemed to be a bit of voluntary segregation between the foreign visitors in skimpy bathers and the sri lankan day-trippers who were mostly fully clothed even while swimming, but there was no unpleasantness around this and some sri lankans in lycra bathers and some who were fully-clothed were swimming in the same area as the foreign visitors at the northern end of the beach. there was a surf life-saver patrolled area further south beyond the pigeon island boat launching area, that section of the beach and further south was very busy.",food,positive,0.169,0.169,"['we visited the beach before breakfast each morning and had it to ourselves, we also visited around 5pm each afternoon when it was still quite busy but most visitors were in the shallow water close to shore so it was pretty easy to enjoy a bit of swimming further out and body-surf the occasional wave.']"
REV_001086,Nilaveli Beach,"we visited the beach before breakfast each morning and had it to ourselves, we also visited around 5pm each afternoon when it was still quite busy but most visitors were in the shallow water close to shore so it was pretty easy to enjoy a bit of swimming further out and body-surf the occasional wave. there seemed to be a bit of voluntary segregation between the foreign visitors in skimpy bathers and the sri lankan day-trippers who were mostly fully clothed even while swimming, but there was no unpleasantness around this and some sri lankans in lycra bathers and some who were fully-clothed were swimming in the same area as the foreign visitors at the northern end of the beach. there was a surf life-saver patrolled area further south beyond the pigeon island boat launching area, that section of the beach and further south was very busy.",location,positive,0.115,0.115,"['we visited the beach before breakfast each morning and had it to ourselves, we also visited around 5pm each afternoon when it was still quite busy but most visitors were in the shallow water close to shore so it was pretty easy to enjoy a bit of swimming further out and body-surf the occasional wave.', 'there seemed to be a bit of voluntary segregation between the foreign visitors in skimpy bathers and the sri lankan day-trippers who were mostly fully clothed even while swimming, but there was no unpleasantness around this and some sri lankans in lycra bathers and some who were fully-clothed were swimming in the same area as the foreign visitors at the northern end of the beach.', 'there was a surf life-saver patrolled area further south beyond the pigeon island boat launching area, that section of the beach and further south was very busy.']"
REV_001086,Nilaveli Beach,"we visited the beach before breakfast each morning and had it to ourselves, we also visited around 5pm each afternoon when it was still quite busy but most visitors were in the shallow water close to shore so it was pretty easy to enjoy a bit of swimming further out and body-surf the occasional wave. there seemed to be a bit of voluntary segregation between the foreign visitors in skimpy bathers and the sri lankan day-trippers who were mostly fully clothed even while swimming, but there was no unpleasantness around this and some sri lankans in lycra bathers and some who were fully-clothed were swimming in the same area as the foreign visitors at the northern end of the beach. there was a surf life-saver patrolled area further south beyond the pigeon island boat launching area, that section of the beach and further south was very busy.",amenities,positive,0.115,0.115,"['we visited the beach before breakfast each morning and had it to ourselves, we also visited around 5pm each afternoon when it was still quite busy but most visitors were in the shallow water close to shore so it was pretty easy to enjoy a bit of swimming further out and body-surf the occasional wave.', 'there seemed to be a bit of voluntary segregation between the foreign visitors in skimpy bathers and the sri lankan day-trippers who were mostly fully clothed even while swimming, but there was no unpleasantness around this and some sri lankans in lycra bathers and some who were fully-clothed were swimming in the same area as the foreign visitors at the northern end of the beach.', 'there was a surf life-saver patrolled area further south beyond the pigeon island boat launching area, that section of the beach and further south was very busy.']"
REV_001086,Nilaveli Beach,"we visited the beach before breakfast each morning and had it to ourselves, we also visited around 5pm each afternoon when it was still quite busy but most visitors were in the shallow water close to shore so it was pretty easy to enjoy a bit of swimming further out and body-surf the occasional wave. there seemed to be a bit of voluntary segregation between the foreign visitors in skimpy bathers and the sri lankan day-trippers who were mostly fully clothed even while swimming, but there was no unpleasantness around this and some sri lankans in lycra bathers and some who were fully-clothed were swimming in the same area as the foreign visitors at the northern end of the beach. there was a surf life-saver patrolled area further south beyond the pigeon island boat launching area, that section of the beach and further south was very busy.",transport,positive,0.135,0.135,"['we visited the beach before breakfast each morning and had it to ourselves, we also visited around 5pm each afternoon when it was still quite busy but most visitors were in the shallow water close to shore so it was pretty easy to enjoy a bit of swimming further out and body-surf the occasional wave.', 'there was a surf life-saver patrolled area further south beyond the pigeon island boat launching area, that section of the beach and further south was very busy.']"
REV_001086,Nilaveli Beach,"we visited the beach before breakfast each morning and had it to ourselves, we also visited around 5pm each afternoon when it was still quite busy but most visitors were in the shallow water close to shore so it was pretty easy to enjoy a bit of swimming further out and body-surf the occasional wave. there seemed to be a bit of voluntary segregation between the foreign visitors in skimpy bathers and the sri lankan day-trippers who were mostly fully clothed even while swimming, but there was no unpleasantness around this and some sri lankans in lycra bathers and some who were fully-clothed were swimming in the same area as the foreign visitors at the northern end of the beach. there was a surf life-saver patrolled area further south beyond the pigeon island boat launching area, that section of the beach and further south was very busy.",crowd,positive,0.135,0.135,"['we visited the beach before breakfast each morning and had it to ourselves, we also visited around 5pm each afternoon when it was still quite busy but most visitors were in the shallow water close to shore so it was pretty easy to enjoy a bit of swimming further out and body-surf the occasional wave.', 'there was a surf life-saver patrolled area further south beyond the pigeon island boat launching area, that section of the beach and further south was very busy.']"
REV_001087,Nilaveli Beach,"nice beach with two good restaurants. super slow service but amazing food! super nice water! only wierd thing is that the locals swim on one side and tourist on another. which is a good thing considering they are so loud and obnoxious when we went in august it was not packed at all, very calm and beautiful",food,positive,0.417,0.417,"['nice beach with two good restaurants.', 'super slow service but amazing food!']"
REV_001087,Nilaveli Beach,"nice beach with two good restaurants. super slow service but amazing food! super nice water! only wierd thing is that the locals swim on one side and tourist on another. which is a good thing considering they are so loud and obnoxious when we went in august it was not packed at all, very calm and beautiful",service,positive,0.261,0.261,['super slow service but amazing food!']
REV_001087,Nilaveli Beach,"nice beach with two good restaurants. super slow service but amazing food! super nice water! only wierd thing is that the locals swim on one side and tourist on another. which is a good thing considering they are so loud and obnoxious when we went in august it was not packed at all, very calm and beautiful",location,positive,0.65,0.65,['nice beach with two good restaurants.']
REV_001087,Nilaveli Beach,"nice beach with two good restaurants. super slow service but amazing food! super nice water! only wierd thing is that the locals swim on one side and tourist on another. which is a good thing considering they are so loud and obnoxious when we went in august it was not packed at all, very calm and beautiful",amenities,positive,0.557,0.557,"['nice beach with two good restaurants.', 'which is a good thing considering they are so loud and obnoxious when we went in august it was not packed at all, very calm and beautiful']"
REV_001087,Nilaveli Beach,"nice beach with two good restaurants. super slow service but amazing food! super nice water! only wierd thing is that the locals swim on one side and tourist on another. which is a good thing considering they are so loud and obnoxious when we went in august it was not packed at all, very calm and beautiful",view,positive,0.51,0.51,"['which is a good thing considering they are so loud and obnoxious when we went in august it was not packed at all, very calm and beautiful']"
REV_001087,Nilaveli Beach,"nice beach with two good restaurants. super slow service but amazing food! super nice water! only wierd thing is that the locals swim on one side and tourist on another. which is a good thing considering they are so loud and obnoxious when we went in august it was not packed at all, very calm and beautiful",crowd,positive,0.408,0.408,"['only wierd thing is that the locals swim on one side and tourist on another.', 'which is a good thing considering they are so loud and obnoxious when we went in august it was not packed at all, very calm and beautiful']"
REV_001088,Nilaveli Beach,"good beach, reasonably clean, ok for children till 6pm, beach football also good idea. accommodation near nilaveli beach trincomalee home plus reasonably priced, 2 houses each has 2 bedrooms and a large living room. halal food near masjid parking facilities etc contact 077744267306 mr naseer",food,positive,0.154,0.154,"['accommodation near nilaveli beach trincomalee home plus reasonably priced, 2 houses each has 2 bedrooms and a large living room.', 'halal food near masjid parking facilities etc contact 077744267306 mr naseer']"
REV_001088,Nilaveli Beach,"good beach, reasonably clean, ok for children till 6pm, beach football also good idea. accommodation near nilaveli beach trincomalee home plus reasonably priced, 2 houses each has 2 bedrooms and a large living room. halal food near masjid parking facilities etc contact 077744267306 mr naseer",cleanliness,positive,0.567,0.567,"['good beach, reasonably clean, ok for children till 6pm, beach football also good idea.']"
REV_001088,Nilaveli Beach,"good beach, reasonably clean, ok for children till 6pm, beach football also good idea. accommodation near nilaveli beach trincomalee home plus reasonably priced, 2 houses each has 2 bedrooms and a large living room. halal food near masjid parking facilities etc contact 077744267306 mr naseer",location,positive,0.397,0.397,"['good beach, reasonably clean, ok for children till 6pm, beach football also good idea.', 'accommodation near nilaveli beach trincomalee home plus reasonably priced, 2 houses each has 2 bedrooms and a large living room.']"
REV_001088,Nilaveli Beach,"good beach, reasonably clean, ok for children till 6pm, beach football also good idea. accommodation near nilaveli beach trincomalee home plus reasonably priced, 2 houses each has 2 bedrooms and a large living room. halal food near masjid parking facilities etc contact 077744267306 mr naseer",value,positive,0.171,0.171,"['accommodation near nilaveli beach trincomalee home plus reasonably priced, 2 houses each has 2 bedrooms and a large living room.']"
REV_001088,Nilaveli Beach,"good beach, reasonably clean, ok for children till 6pm, beach football also good idea. accommodation near nilaveli beach trincomalee home plus reasonably priced, 2 houses each has 2 bedrooms and a large living room. halal food near masjid parking facilities etc contact 077744267306 mr naseer",amenities,positive,0.36,0.36,"['good beach, reasonably clean, ok for children till 6pm, beach football also good idea.', 'accommodation near nilaveli beach trincomalee home plus reasonably priced, 2 houses each has 2 bedrooms and a large living room.', 'halal food near masjid parking facilities etc contact 077744267306 mr naseer']"
REV_001088,Nilaveli Beach,"good beach, reasonably clean, ok for children till 6pm, beach football also good idea. accommodation near nilaveli beach trincomalee home plus reasonably priced, 2 houses each has 2 bedrooms and a large living room. halal food near masjid parking facilities etc contact 077744267306 mr naseer",transport,neutral,0.1,0.1,['halal food near masjid parking facilities etc contact 077744267306 mr naseer']
REV_001089,Nilaveli Beach,white sandy clean beach on shores of indian ocean lifeguards and safe swimming area if youre female think about covering up as not a commercial beach - thongs and topless would not be ok theres a cafe on beach. no showers. not commercial yet.,cleanliness,positive,0.228,0.228,['white sandy clean beach on shores of indian ocean lifeguards and safe swimming area if youre female think about covering up as not a commercial beach - thongs and topless would not be ok theres a cafe on beach.']
REV_001089,Nilaveli Beach,white sandy clean beach on shores of indian ocean lifeguards and safe swimming area if youre female think about covering up as not a commercial beach - thongs and topless would not be ok theres a cafe on beach. no showers. not commercial yet.,location,positive,0.228,0.228,['white sandy clean beach on shores of indian ocean lifeguards and safe swimming area if youre female think about covering up as not a commercial beach - thongs and topless would not be ok theres a cafe on beach.']
REV_001089,Nilaveli Beach,white sandy clean beach on shores of indian ocean lifeguards and safe swimming area if youre female think about covering up as not a commercial beach - thongs and topless would not be ok theres a cafe on beach. no showers. not commercial yet.,amenities,positive,0.228,0.228,"['white sandy clean beach on shores of indian ocean lifeguards and safe swimming area if youre female think about covering up as not a commercial beach - thongs and topless would not be ok theres a cafe on beach.', 'no showers.']"
REV_001089,Nilaveli Beach,white sandy clean beach on shores of indian ocean lifeguards and safe swimming area if youre female think about covering up as not a commercial beach - thongs and topless would not be ok theres a cafe on beach. no showers. not commercial yet.,safety,positive,0.228,0.228,['white sandy clean beach on shores of indian ocean lifeguards and safe swimming area if youre female think about covering up as not a commercial beach - thongs and topless would not be ok theres a cafe on beach.']
REV_001090,Nilaveli Beach,the best beach in sri lanka. it has a lot of waves but the beach is awesome. highly recommend. there is not much else to do in the area.,location,positive,1.0,1.0,"['the best beach in sri lanka.', 'it has a lot of waves but the beach is awesome.']"
REV_001090,Nilaveli Beach,the best beach in sri lanka. it has a lot of waves but the beach is awesome. highly recommend. there is not much else to do in the area.,amenities,positive,1.0,1.0,"['the best beach in sri lanka.', 'it has a lot of waves but the beach is awesome.']"
REV_001091,Nilaveli Beach,the ocean on this part of the east coast of sl is amazing to say the least the beach is gentle and the sand white.,location,positive,0.125,0.125,['the ocean on this part of the east coast of sl is amazing to say the least the beach is gentle and the sand white.']
REV_001091,Nilaveli Beach,the ocean on this part of the east coast of sl is amazing to say the least the beach is gentle and the sand white.,amenities,positive,0.125,0.125,['the ocean on this part of the east coast of sl is amazing to say the least the beach is gentle and the sand white.']
REV_001092,Nilaveli Beach,we enjoyed the beach and its extension although the type of send impeed to have a crystal clear water. most of the beach is full of boat offering boat rides and you stay to close you spend all the time breathing their engien gas. some nice bars offer good service at the sun set.,food,positive,0.425,0.425,['most of the beach is full of boat offering boat rides and you stay to close you spend all the time breathing their engien gas.']
REV_001092,Nilaveli Beach,we enjoyed the beach and its extension although the type of send impeed to have a crystal clear water. most of the beach is full of boat offering boat rides and you stay to close you spend all the time breathing their engien gas. some nice bars offer good service at the sun set.,service,positive,0.65,0.65,['some nice bars offer good service at the sun set.']
REV_001092,Nilaveli Beach,we enjoyed the beach and its extension although the type of send impeed to have a crystal clear water. most of the beach is full of boat offering boat rides and you stay to close you spend all the time breathing their engien gas. some nice bars offer good service at the sun set.,location,positive,0.363,0.363,"['we enjoyed the beach and its extension although the type of send impeed to have a crystal clear water.', 'most of the beach is full of boat offering boat rides and you stay to close you spend all the time breathing their engien gas.']"
REV_001092,Nilaveli Beach,we enjoyed the beach and its extension although the type of send impeed to have a crystal clear water. most of the beach is full of boat offering boat rides and you stay to close you spend all the time breathing their engien gas. some nice bars offer good service at the sun set.,amenities,positive,0.363,0.363,"['we enjoyed the beach and its extension although the type of send impeed to have a crystal clear water.', 'most of the beach is full of boat offering boat rides and you stay to close you spend all the time breathing their engien gas.']"
REV_001093,Nilaveli Beach,"a stunningly beautiful beach. absolutely nothing on it. pleased to see litter bins. there are a few hotels dotted along the beach, one would assume you could buy a drink or meal here. its possible to get boats to pigeon island from the beach.",food,negative,-0.2,0.2,"['there are a few hotels dotted along the beach, one would assume you could buy a drink or meal here.']"
REV_001093,Nilaveli Beach,"a stunningly beautiful beach. absolutely nothing on it. pleased to see litter bins. there are a few hotels dotted along the beach, one would assume you could buy a drink or meal here. its possible to get boats to pigeon island from the beach.",location,positive,0.217,0.217,"['a stunningly beautiful beach.', 'there are a few hotels dotted along the beach, one would assume you could buy a drink or meal here.', 'its possible to get boats to pigeon island from the beach.']"
REV_001093,Nilaveli Beach,"a stunningly beautiful beach. absolutely nothing on it. pleased to see litter bins. there are a few hotels dotted along the beach, one would assume you could buy a drink or meal here. its possible to get boats to pigeon island from the beach.",amenities,positive,0.217,0.217,"['a stunningly beautiful beach.', 'there are a few hotels dotted along the beach, one would assume you could buy a drink or meal here.', 'its possible to get boats to pigeon island from the beach.']"
REV_001093,Nilaveli Beach,"a stunningly beautiful beach. absolutely nothing on it. pleased to see litter bins. there are a few hotels dotted along the beach, one would assume you could buy a drink or meal here. its possible to get boats to pigeon island from the beach.",view,positive,0.85,0.85,['a stunningly beautiful beach.']
